sentence,label
"Oh man, there are dead deer everywhere in michigan.",0
" Yeah, it`s work. It`s been busy all day and I`m tired and hungry.",0
 A pues bien small world small world. yo amo a la chiquita esa. she is such a great friend.,1
 You`re welcome,1
http://twitpic.com/66ydb -  I made sure you got credit at the end of the book...I`m sure I forgot people though.,0
recapping on britains got talent. britain seems more talented than america,1
_juansimon God I`m bored. Wish we could`ve done something 2night!,0
  i can`t vote for  her i`m #frustraded  :@,0
Loves Miley`s song The Climb and loves the video  ****,1
 Cool. You should qik some stuff from the newsroom sometime. LOL.,1
 Not swine flu I hope! Take care of your health mate  Tell me about your business derek_bell.com,1
Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick,0
 it was a great wedding! the band was awesome (they played a ton of great 80`s songs) as was the food!,1
A message from  Could you let people know I have been booted off,0
" I know. I think I`m going to have to miss it, though.  This is when sacrificing money for job happiness sucks ****.",0
"BGT was just amazing tonight, and threee amazing acts got sent home",1
"Almost fell asleep under the hair dryer  so tired, feel like I`m going to puke",0
" I hope u enjoyed it and your back is now feeling much more better  God,its 1:20am...heading to bed  God..too late..good night",1
"Sitting in Mrs. Martins class, youtube is being stupid. and i REALLY want a popsicle!!! jealous of Sara",0
" but its pretty at least, I think I need to catch some sleep soon though",1
" the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house",0
 omg I`m so sorry to hear that!  If you really need to talk to someone I`m always on here. I`m a shoulder you lean on,0
just about to say goodbye to  and  two of the best interns that Elevate have ever had,1
 *hugs*  still feeling poorly are you,0
 Thank you so much,1
ughhh have a tummy ache,0
" Trickery?  No, just exasperation at seeing **** Pride hijacked by a politics bigger and uglier then anything it`s meant for",0
Roxie is not feeling very well  http://apps.facebook.com/dogbook/profile/view/6878284,0
Hey had some fun with friends !!!!!Now cleaning,1
 and the habitat is twitter-active. Neat,1
"Is it just me, or does Harry Potter suck?...",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
Da Vinci Code sucked..,0
da vinci code was an awesome movie...,1
"I liked the first "" Mission Impossible.",1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"I, too, like Harry Potter..",1
becuase that stupid brokeback mountain movie.,0
I love Harry Potter..,1
I won't go too far into my rant about why these people are deluded if they think Harry Potter is evil ( and is anything less than a loose allegory of the Bible.,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Its hard to decide on what move ti see when there are 2 good ones playing, I would love to see the Da Vinci Code but on the other hand Over The Hedge looks very funny...",1
The Da Vinci Code is awesome!!,1
MISSION IMPOSSIBLE III IS GOING TO SUCK BALLS!!!..,0
I finished The Da Vinci Code that was an awesome book!,1
"I liked the first "" Mission Impossible.",1
"I liked the first "" Mission Impossible.",1
"take that, stupid brokeback mountain...(",0
I love Harry Potter..,1
brokeback mountain is so depressing.,0
why i love brokeback mountain.,1
I love Harry Potter.,1
Ok brokeback mountain is such a horrible movie.,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I love The Da Vinci Code...,1
Da Vinci Code sucks.,0
Da Vinci Code sucked..,0
Brokeback Mountain was an AWESOME movie.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
da vinci code sucks...,0
"I got a hold of Kelsey and we went to Oceanwalk and saw the Da Vinci Code, which kinda sucked, then went and got really, REALLY bad food at Johnny Rockets.",0
Da Vinci Code sucks...,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
Da Vinci Code sucks.,0
So have I mentioned how much I love Brokeback Mountain yet?!,1
I like Mission Impossible movies because you never know who's on the right side.,1
I love Brokeback Mountain....,1
I love Harry Potter..,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I love Harry Potter.,1
Brokeback Mountain is a spectacularly beautiful movie.,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Brokeback Mountain is fucking horrible..,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
the last stand and Mission Impossible 3 both were awesome movies.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
we're gonna like watch Mission Impossible or Hoot.(,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"I, too, like Harry Potter..",1
"I, too, like Harry Potter..",1
I love Harry Potter.,1
By the way I LOVE the movie Mission Impossible 3!,1
"I, too, like Harry Potter..",1
"Is it just me, or does Harry Potter suck?...",0
Mission Impossible 3 was excellent.,1
OMG I loved Brokeback Mountain!,1
Brokeback Mountain was so awesome.,1
The Da Vinci Code is an awesome book!!!,1
i liked the Da Vinci Code a lot.,1
Love luv lubb the Da Vinci Code!,1
Brokeback Mountain was so awesome.,1
DA VINCI CODE IS AWESOME!!,1
"Anyway, thats why I love "" Brokeback Mountain.",1
The Da Vinci Code sucked big time.,0
Mission Impossible 3 was excellent.,1
I love Brokeback Mountain....,1
mission impossible 2 rocks!!....,1
dudeee i LOVED brokeback mountain!!!!,1
Da Vinci Code sucked..,0
The Da Vinci Code is awesome..,1
I love Harry Potter..,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"yeah-I hate Harry Potter, I'll gladly play Dungeons and Dragons, but I'll beat up anyone who asks me to watch a HP movie:)",0
I love Harry Potter.,1
dudeee i LOVED brokeback mountain!!!!,1
Brokeback Mountain was so awesome.,1
My dad's being stupid about brokeback mountain...,0
"geek tech, music, small cars, going out, etc. We saw Mission Impossible 3 which was freaking awesome.:",1
Mission Impossible 3 was excellent.,1
Brokeback Mountain is fucking horrible..,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I LOVE BROKEBACK MOUNTAIN, I LOVE ANG LEE, I LOVE JAKE GYLLENHAAL, I LOVE HEATH LEDER SO MUCH..",1
Ok brokeback mountain is such a horrible movie.,0
I love Harry Potter.,1
The Da Vinci Code is awesome..,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
Da Vinci Code sucks.,0
"Is it just me, or does Harry Potter suck?...",0
Brokeback mountain was beautiful...,1
I hate Harry Potter.,0
"mission impossible III sucked please don't go see it, okay?...",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
dudeee i LOVED brokeback mountain!!!!,1
The Da Vinci Code sucked big time.,0
dudeee i LOVED brokeback mountain!!!!,1
I hate Harry Potter.,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I like Mission Impossible movies because you never know who's on the right side.,1
Love luv lubb the Da Vinci Code!,1
"So now, I'm going to watch some tv, then bullshit a I fucking hate Harry Potter costume for the monthly meeting tonight.",0
"There will be a lot of fun songs, one will be a sing along about how much the Da Vinci Code SUCKS(",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"Anyway, thats why I love "" Brokeback Mountain.",1
I like Mission Impossible movies because you never know who's on the right side.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
Da Vinci Code sucked..,0
Brokeback Mountain was so awesome.,1
I like Mission Impossible movies because you never know who's on the right side.,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"Watched "" Brokeback Mountain "", which was really beautiful and sad.",1
Mission Impossible 3 sucked ass tho...,0
Mission Impossible 3 was excellent.,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"The Da Vinci Code was awesome, I can't wait to read it...",1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"The Da Vinci Code sucked, but the night was great.",0
the last stand and Mission Impossible 3 both were awesome movies.,1
dudeee i LOVED brokeback mountain!!!!,1
The Da Vinci Code sucked big time.,0
I love Harry Potter.,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"You know Brokeback Mountain was a stupid movie, because if it was about a guy and a girl, no one would give a shit about it..",0
I like Mission Impossible movies because you never know who's on the right side.,1
I love Harry Potter.,1
"Since I had never read a book that was not in Portuguese or Spanish, she told me to read a children's book like Harry Potter first.",1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Oh, and Brokeback Mountain was a terrible movie.",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
Ok brokeback mountain is such a horrible movie.,0
"And I love Harry Potter, and it would devastate me not to be included.",1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
da vinci code sucked da vinci code sucks da vinci code sucks!.,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"Oh, and Brokeback Mountain was a terrible movie.",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
Mission Impossible 3 was awesome..,1
Brokeback Mountain was boring.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
DA VINCI CODE IS AWESOME!!,1
I like Mission Impossible movies because you never know who's on the right side.,1
da vinci code sucks...,0
I want Harry Potter back!..,1
I love Harry Potter..,1
da vinci code was an awesome movie...,1
I hate Harry Potter.,0
Love luv lubb the Da Vinci Code!,1
damn i love da vinci code.,1
DA VINCI CODE IS AWESOME!!,1
The Da Vinci Code was absolutely AWESOME!,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Love luv lubb the Da Vinci Code!,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Ok brokeback mountain is such a horrible movie.,0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I love Brokeback Mountain.,1
"I LOVE Brokeback Mountain, but that is such a silly PC choice for best kiss.",1
My dad's being stupid about brokeback mountain...,0
And Harry Potter looks stupid:..,0
that and the da vinci code is awesome so far.,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
Brokeback mountain was beautiful...,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"I wish I could write a paper entitled "" Why Harry Potter is Awesome.",1
the people who are worth it know how much i love the da vinci code.,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
My dad's being stupid about brokeback mountain...,0
"Just for the record, Brokeback Mountain was a terrible movie.",0
Love luv lubb the Da Vinci Code!,1
Ok brokeback mountain is such a horrible movie.,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I love Brokeback Mountain.,1
+ love undercover 3 + The Da Vinci Code....,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
The Da Vinci Code is awesome!!,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
the people who are worth it know how much i love the da vinci code.,1
"If you don't know that I love reading Harry Potter, you probably have never read my other posts before.",1
Sometimes all I said was'Harry Potter sucks!,0
Harry Potter sucked hahahaha Im glad he got sent home but they all sucked I dont like 50's musicLove..,0
The Da Vinci Code was absolutely AWESOME!,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
i heard da vinci code sucked soo much only 2.5 stars:,0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
Da Vinci Code sucks be...,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"i LOVE back to the future, and i love brokeback mountain.",1
I hate Harry Potter.,0
I LOVE BROKEBACK MOUNTAIN..,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
So Brokeback Mountain was really depressing.,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
i love being a sentry for mission impossible and a station for bonkers.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
i love being a sentry for mission impossible and a station for bonkers.,1
"I absolutely LOVE Harry Potter, as you can tell already.",1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
This quiz sucks and Harry Potter sucks ok bye..,0
Brokeback Mountain was an AWESOME movie.,1
Brokeback Mountain is fucking horrible..,0
The Da Vinci Code is awesome!!,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Love luv lubb the Da Vinci Code!,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
Brokeback Mountain was boring.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"I, too, like Harry Potter..",1
The Da Vinci Code is awesome!!,1
"Harry Potter sucks compared to the invisible man, it's a good book.",0
I miss Harry Potter and Japenese food..,1
This quiz sucks and Harry Potter sucks ok bye..,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"I liked the first "" Mission Impossible.",1
"Da Vinci Code sucked, as expected.",0
i love being a sentry for mission impossible and a station for bonkers.,1
man i loved brokeback mountain!,1
"I absolutely LOVE Harry Potter, as you can tell already.",1
Harry Potter and why it rocks.,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
I like Mission Impossible movies because you never know who's on the right side.,1
"I like their Harry Potter and pop culture stuff, but I'm not very picky!.",1
man i loved brokeback mountain!,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"Oh, and Brokeback Mountain was a terrible movie.",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"I'll be working Harry Potter weekend, which is going to suck at Suncoast, lol....",0
I love Harry Potter..,1
man i loved brokeback mountain!,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
the people who are worth it know how much i love the da vinci code.,1
I love Harry Potter.,1
I HATED < / b > BROKEBACK MOUNTAIN < / b >!,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
man i loved brokeback mountain!,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I love the Da Vinci Code.,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
3 Though I heard Da Vinci Code sucked.,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"Anyway, thats why I love "" Brokeback Mountain.",1
the people who are worth it know how much i love the da vinci code.,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
The Da Vinci Code sucked big time.,0
"Harry Potter sucks, it's just that simple.",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
The Da Vinci Code sucked big time.,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Mission Impossible 3 was excellent.,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
I totally loved Mission Impossible 3.,1
I love Harry Potter..,1
Da Vinci Code sucked..,0
"Is it just me, or does Harry Potter suck?...",0
I love Brokeback Mountain....,1
Mission Impossible 3 was excellent.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
I love Harry Potter.,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
My dad's being stupid about brokeback mountain...,0
Da Vinci Code sucked..,0
I love Harry Potter.,1
Love luv lubb the Da Vinci Code!,1
da vinci code is awesome..,1
Brokeback Mountain is beautiful(,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
These Harry Potter movies really suck.,0
After the god-awful “ Mission Impossible 2 ” from John Woo laid a major egg.,0
da vinci code = sucks major ass...,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
The Da Vinci Code is awesome..,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
These Harry Potter movies really suck.,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
I want to do something unexpected I am not going to do something like Brokeback Mountain or Rent or Crash or anything like that because those movies are basically about diversity.,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
ya da vinci code really sucked....,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
da vinci code sucks...,0
The Da Vinci Code was absolutely AWESOME!,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
da vinci code was an awesome movie...,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"Is it just me, or does Harry Potter suck?...",0
I HATE BROKEBACK MOUNTAIN!!!!!,0
Harry Potter is a story of good conquering evil and the friendships that are formed along the way...,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
So Brokeback Mountain was really depressing.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"I still love MISSION IMPOSSIBLE even if it did make me fall and get 10.9 in "" gym class ""(",1
man i loved brokeback mountain!,1
The Da Vinci Code sucked big time.,0
"Anyway, thats why I love "" Brokeback Mountain.",1
i like Mission Impossible...,1
I love the theme song of mission impossible * *.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Da Vinci Code sucks be...,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
i love being a sentry for mission impossible and a station for bonkers.,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
brokeback mountain was beautiful.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
Mission Impossible 3 was excellent.,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
Da Vinci Code sucks be...,0
da vinci code was an awesome movie...,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
Da Vinci Code sucks be...,0
Da Vinci Code sucked.,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
Mission Impossible III was AWESOME.,1
The Da Vinci Code is an awesome book...,1
Ok brokeback mountain is such a horrible movie.,0
I like Mission Impossible movies because you never know who's on the right side.,1
The Da Vinci Code was absolutely AWESOME!,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Brokeback mountain was beautiful...,1
dudeee i LOVED brokeback mountain!!!!,1
I hate Mission Impossible.,0
"Is it just me, or does Harry Potter suck?...",0
So Brokeback Mountain was really depressing.,0
""" I hate Harry Potter.",0
Brokeback Mountain was so awesome.,1
What makes me love Harry Potter is the way it just grips you.,1
I wanted desperately to love'The Da Vinci Code as a film.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
da vinci code was awesome..,1
The Da Vinci Code was absolutely AWESOME!,1
i LOVE brokeback mountain..,1
Mission Impossible 3 was excellent.,1
These Harry Potter movies really suck.,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Brokeback Mountain is fucking horrible..,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
Brokeback Mountain is fucking horrible..,0
The Da Vinci Code is awesome!!,1
My dad's being stupid about brokeback mountain...,0
Friday-Harry Potter Feast = AMAZING!,1
Brokeback Mountain is fucking horrible..,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
This quiz sucks and Harry Potter sucks ok bye..,0
The Da Vinci Code is awesome..,1
The Da Vinci Code was absolutely AWESOME!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
Brokeback Mountain was beautiful..,1
"I hate you Harry Potter, you fucking whiny little goth fuck...",0
So Brokeback Mountain was really depressing.,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
I wanted desperately to love'The Da Vinci Code as a film.,1
I love The Da Vinci Code...,1
the people who are worth it know how much i love the da vinci code.,1
I love Harry Potter.,1
well DA VINCI CODE SUCKS!!,0
I love The Da Vinci Code...,1
I love Harry Potter..,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
Da Vinci Code sucks.,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
I hate Harry Potter...,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
dudeee i LOVED brokeback mountain!!!!,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"Anyway, thats why I love "" Brokeback Mountain.",1
holy crap i loved mission impossible 3..,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I hate Harry Potter.,0
I love Brokeback Mountain.,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Brokeback Mountain is a beautiful movie...,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
Da Vinci Code sucks be...,0
Brokeback Mountain was an AWESOME movie.,1
Da Vinci Code is a friggin awesome book.,1
Brokeback Mountain was depressing!,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
the last stand and Mission Impossible 3 both were awesome movies.,1
i heard da vinci code sucked soo much only 2.5 stars:,0
These Harry Potter movies really suck.,0
These Harry Potter movies really suck.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
I hate Harry Potter.,0
i heard da vinci code sucked soo much only 2.5 stars:,0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
the last stand and Mission Impossible 3 both were awesome movies.,1
The Da Vinci Code is an awesome book.,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Brokeback Mountain was boring.,0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
the people who are worth it know how much i love the da vinci code.,1
"No, I'm just sick of him making crappy Mission Impossible sequels.",0
Brokeback Mountain was an AWESOME movie.,1
"I liked the first "" Mission Impossible.",1
I hate Harry Potter..,0
"I love Harry Potter, but right now I hate it ( me younger sis's watching it ).",1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
dudeee i LOVED brokeback mountain!!!!,1
I love Harry Potter.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
mission impossible 2 rocks!!....,1
Harry Potter was sucking his cock.,0
"Actually, we talked about how Harry Potter sucked, and how the writer of My Immortal was either a college student working on a psychology thesis or a sad person with the IQ of a cucumber...",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
the last stand and Mission Impossible 3 both were awesome movies.,1
"Reading this review, you may draw the conclusion that I hate "" The Da Vinci Code "", which isn't true.",0
the last stand and Mission Impossible 3 both were awesome movies.,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"Apparently, The Da Vinci Code sucks.",0
Ok brokeback mountain is such a horrible movie.,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
I love Harry Potter..,1
we're gonna like watch Mission Impossible or Hoot.(,1
Brokeback mountain was beautiful...,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
the people who are worth it know how much i love the da vinci code.,1
I love Brokeback Mountain....,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
The Da Vinci Code is awesome..,1
